player_name,year,rounds,measured_rounds,avg_off_tee,avg_approach,avg_around,avg_putting
Lucas Glover,2014,68,47,0.335,0.469,-0.265,-1.475
Aaron Baddeley,2015,76,66,-0.596,-0.719,0.37,0.722
Jimmy Walker,2015,89,64,-0.161,0.334,0.068,0.692
Daniel Summerhays,2015,101,89,-0.111,0.194,-0.186,0.644
Lee Westwood,2015,56,32,0.094,0.292,-0.102,0.595
Brandt Snedeker,2015,98,75,-0.126,-0.199,0.344,0.588
Jason Day,2015,75,57,0.772,0.461,0.287,0.586
Brendon Todd,2015,96,76,-0.168,0.136,0.28,0.582
Russell Henley,2015,87,67,0.343,-0.269,-0.191,0.579
Jordan Spieth,2015,91,66,0.494,0.618,0.471,0.571
Harris English,2015,105,88,0.009,0.207,0,0.56
Greg Chalmers,2015,58,36,-0.323,-0.782,-0.028,0.529
Zac Blair,2015,108,88,-0.299,-0.188,0.131,0.527
Andrew Putnam,2015,68,54,-1.411,-0.132,0.113,0.525
Bryce Molder,2015,91,77,-0.294,-0.181,0.156,0.508
Erik Compton,2015,86,70,-0.216,-0.217,0.047,0.469
Henrik Stenson,2015,63,44,0.448,1.244,0.082,0.436
Brooks Koepka,2015,84,65,0.407,0.2,0.052,0.421
K.J. Choi,2015,66,57,-0.522,0.153,0.21,0.415
Matt Jones,2015,89,67,0.249,-0.319,0.333,0.401
Patrick Reed,2015,103,76,-0.071,0.263,0.273,0.394
Hunter Mahan,2015,88,65,-0.023,-0.249,0.003,0.39
Troy Merritt,2015,91,82,-0.326,-0.199,-0.054,0.384
Robert Streb,2015,110,96,0.309,0.175,0.228,0.381
Danny Lee,2015,120,100,-0.301,0.718,-0.062,0.374
Pat Perez,2015,96,83,-0.01,0.187,0.045,0.364
Hudson Swafford,2015,97,83,0.273,0.109,-0.404,0.36
David Hearn,2015,97,85,-0.216,0.243,-0.029,0.358
Jamie Donaldson,2015,50,32,0.095,-0.15,0.046,0.349
Colt Knost,2015,90,74,-0.084,0.017,-0.085,0.348
Steve Wheatcroft,2015,87,72,0.148,-0.45,-0.082,0.345
Carl Pettersson,2015,106,96,-0.038,0.035,-0.097,0.335
Willy Wilcox,2015,58,41,0.662,0.144,0.058,0.322
Matt Kuchar,2015,97,77,0.136,0.202,0.479,0.316
Blayne Barber,2015,76,63,0.208,-0.352,-0.154,0.313
Billy Hurley III,2015,83,63,-0.635,0.114,0.098,0.311
Rickie Fowler,2015,76,57,0.123,0.59,0.066,0.309
Derek Fathauer,2015,81,66,-0.455,-0.198,0.179,0.301
Scott Pinckney,2015,88,74,0.123,-0.409,-0.14,0.294
Luke Donald,2015,71,54,-0.793,0.573,0.514,0.289
John Huh,2015,102,89,-0.041,-0.12,-0.03,0.279
Phil Mickelson,2015,70,55,0.072,0.022,0.225,0.262
Sangmoon Bae,2015,98,88,0.251,-0.276,-0.176,0.26
Jerry Kelly,2015,79,66,0.073,-0.052,0.166,0.25
Billy Horschel,2015,99,73,0.366,0.137,-0.301,0.244
Kevin Kisner,2015,104,94,0.316,0.141,-0.068,0.24
Jason Bohn,2015,95,87,0.019,0.561,-0.042,0.239
Brian Harman,2015,90,78,0.322,-0.176,0.03,0.236
Adam Hadwin,2015,95,81,0.088,-0.183,0.044,0.235
Kevin Na,2015,98,71,-0.329,0.381,0.66,0.233
Morgan Hoffmann,2015,85,69,-0.032,-0.347,0.343,0.232
Justin Leonard,2015,61,54,-0.486,-0.224,0.166,0.231
Ian Poulter,2015,68,48,-0.054,0.235,0.147,0.225
George McNeill,2015,93,89,-0.223,0.645,-0.071,0.212
Bubba Watson,2015,71,56,1.194,0.684,-0.002,0.212
Johnson Wagner,2015,68,57,-0.013,0.106,-0.201,0.203
Ben Crane,2015,62,52,-0.303,-0.486,0.03,0.201
Camilo Villegas,2015,83,74,-0.296,0.133,0.143,0.195
Andres Romero,2015,69,54,-0.269,-0.221,-0.073,0.19
Andres Gonzales,2015,90,76,-0.386,-0.349,0.022,0.177
Carlos Ortiz,2015,100,83,0.355,-0.238,-0.166,0.172
Sean O'Hair,2015,86,81,0.153,-0.284,0.142,0.169
Kevin Chappell,2015,86,75,0.16,-0.105,0.148,0.168
Chesson Hadley,2015,101,89,-0.08,-0.218,-0.227,0.168
Ryan Moore,2015,81,61,0.071,0.246,0.102,0.16
Ricky Barnes,2015,82,63,-0.819,-0.072,0.336,0.159
Michael Thompson,2015,83,75,-0.089,-0.301,0.041,0.153
Eric Axley,2015,57,43,-0.541,-0.372,-0.189,0.15
Ryan Palmer,2015,80,54,0.356,0.529,-0.072,0.147
Steven Bowditch,2015,103,88,-0.053,0.056,0.253,0.144
Jonathan Randolph,2015,72,56,-0.408,-0.234,-0.208,0.132
Dustin Johnson,2015,75,54,0.96,0.579,-0.212,0.128
Ben Martin,2015,93,77,-0.016,0.268,-0.1,0.127
Cameron Tringale,2015,96,79,-0.074,-0.054,0.373,0.125
Jonas Blixt,2015,78,52,-0.115,-0.655,0.209,0.122
Bo Van Pelt,2015,81,65,-0.296,0.054,-0.126,0.118
Brian Stuard,2015,97,79,-0.103,-0.2,-0.052,0.116
Nick Taylor,2015,91,83,-0.08,-0.224,-0.185,0.112
Luke Guthrie,2015,84,68,-0.314,0.02,0.147,0.11
Jeff Overton,2015,94,75,-0.036,0.041,-0.018,0.105
Stewart Cink,2015,77,66,0.087,0.561,-0.282,0.102
Martin Laird,2015,77,73,-0.078,0.302,-0.019,0.1
Jhonattan Vegas,2015,90,72,0.173,-0.314,-0.212,0.086
Jonathan Byrd,2015,69,51,-0.145,-0.303,0.596,0.084
Brian Davis,2015,86,71,-0.119,-0.503,0.029,0.081
Gary Woodland,2015,81,54,0.177,0.227,-0.284,0.077
Hideki Matsuyama,2015,95,70,0.496,0.637,0.254,0.076
Matt Every,2015,73,56,-0.925,-0.074,-0.044,0.075
Shawn Stefani,2015,94,88,0.332,0.283,-0.192,0.074
Seung-Yul Noh,2015,65,54,-0.555,0.147,0.188,0.066
Charley Hoffman,2015,97,76,0.47,0.137,-0.338,0.065
Chris Kirk,2015,76,56,-0.15,0.302,0.198,0.065
Fabián Gómez,2015,83,69,-0.216,-0.057,-0.113,0.062
William McGirt,2015,103,97,0.087,0.06,0.248,0.06
James Hahn,2015,94,78,0.106,0.135,0.065,0.048
Justin Thomas,2015,106,96,0.352,0.385,0.188,0.042
Zach Johnson,2015,90,70,0.24,0.605,0.236,0.04
David Lingmerth,2015,90,74,0.379,0.013,-0.025,0.039
Kyle Reifers,2015,96,80,0.108,-0.084,0.076,0.036
Retief Goosen,2015,81,60,-0.271,-0.056,-0.039,0.027
Justin Rose,2015,69,49,0.55,0.692,0.228,0.023
Scott Langley,2015,94,79,-0.128,0.056,0.18,0.018
Paul Casey,2015,87,63,0.392,0.991,-0.182,0.014
Chad Collins,2015,79,63,-0.25,0.246,0.205,0.012
Scott Piercy,2015,90,83,0.27,0.224,-0.172,0.006
Tom Hoge,2015,83,65,0.035,0.456,-0.08,0.005
Patrick Rodgers,2015,57,46,0.68,-0.456,-0.09,-0.003
J.B. Holmes,2015,89,66,0.427,0.253,0.268,-0.004
Tony Finau,2015,106,92,0.383,0.224,0.027,-0.006
Brendon de Jonge,2015,106,92,0.276,0.196,-0.152,-0.007
Graham DeLaet,2015,65,54,0.027,0.328,-0.056,-0.012
Jason Kokrak,2015,88,80,0.464,-0.014,-0.144,-0.012
Marc Leishman,2015,74,54,0.021,0.199,0.102,-0.02
Russell Knox,2015,96,87,0.098,0.622,0.107,-0.021
Sergio Garcia,2015,59,36,0.442,0.468,0.157,-0.022
Jim Furyk,2015,71,52,0.064,1.081,0.513,-0.024
Andrew Svoboda,2015,80,70,-0.171,-0.41,-0.46,-0.026
Jon Curran,2015,83,65,-0.406,0.077,0.27,-0.028
Jim Herman,2015,88,77,0.467,0.285,-0.345,-0.03
Scott Brown,2015,97,81,0.296,0.031,-0.111,-0.031
Chad Campbell,2015,97,91,0.13,0.192,0.159,-0.045
Brendan Steele,2015,88,76,0.363,0.6,0.041,-0.047
D.A. Points,2015,72,58,-0.82,0.224,0.199,-0.054
Alex Prugh,2015,84,72,0.319,-0.085,-0.183,-0.055
John Senden,2015,80,51,0.331,-0.171,-0.017,-0.061
Spencer Levin,2015,99,83,0.204,0.181,-0.25,-0.065
Mark Wilson,2015,89,81,-0.299,0.013,0.377,-0.065
Jason Gore,2015,76,58,0.284,0.266,-0.393,-0.067
Keegan Bradley,2015,87,64,0.436,0.389,0.263,-0.07
Brice Garnett,2015,81,64,-0.198,-0.327,0.082,-0.089
Whee Kim,2015,71,56,-0.201,0.324,-0.043,-0.093
Mark Hubbard,2015,79,61,-0.06,-0.35,0.128,-0.102
David Toms,2015,62,55,-0.041,-0.028,0.248,-0.102
Ryo Ishikawa,2015,90,75,-0.408,0.436,0.025,-0.103
Rory Sabbatini,2015,81,66,0.094,0.375,0.097,-0.106
Max Homa,2015,78,62,0.066,-0.467,-0.218,-0.11
Sam Saunders,2015,83,63,0.307,-0.294,-0.372,-0.136
Cameron Percy,2015,72,58,0.128,-0.002,0.037,-0.142
Steven Alker,2015,62,50,-0.129,-0.114,0.406,-0.146
Tyrone Van Aswegen,2015,58,42,-1.081,0.471,0.181,-0.152
Chris Stroud,2015,84,68,-0.249,0.132,0.295,-0.176
John Peterson,2015,84,77,0.333,0.276,-0.175,-0.184
Daniel Berger,2015,97,83,0.372,0.526,-0.217,-0.193
Martin Flores,2015,95,79,0.349,-0.142,0.047,-0.216
Charles Howell III,2015,105,99,0.34,0.199,0.059,-0.216
Kevin Streelman,2015,95,73,0.563,0.005,-0.216,-0.219
Louis Oosthuizen,2015,68,47,0.339,0.397,0.088,-0.22
Ken Duke,2015,93,78,0.067,0.025,-0.248,-0.222
Bill Haas,2015,89,71,0.14,0.422,0.126,-0.229
Alex Cejka,2015,94,79,-0.233,0.113,0.135,-0.232
Boo Weekley,2015,79,67,0.548,0.108,0.015,-0.246
Francesco Molinari,2015,56,43,0.324,0.572,-0.037,-0.255
Chez Reavie,2015,56,50,0.384,0.298,-0.34,-0.262
Tim Wilkinson,2015,73,58,-0.326,-0.523,0.28,-0.278
Oscar Fraustro,2015,58,40,0.259,-0.637,-0.655,-0.283
Davis Love III,2015,51,42,0.189,-0.335,0.116,-0.347
Scott Stallings,2015,60,49,-0.061,-0.053,-0.052,-0.392
Adam Scott,2015,51,32,0.682,0.114,-0.195,-0.396
Nick Watney,2015,91,81,0.31,0.238,0.112,-0.403
J.J. Henry,2015,94,76,0.066,-0.088,0.127,-0.414
Sung Joon Park,2015,79,63,0.104,-0.326,0.055,-0.421
Padraig Harrington,2015,60,49,-0.434,-0.165,0.336,-0.493
Nicholas Thompson,2015,90,70,0.37,-0.139,-0.45,-0.493
Roger Sloan,2015,56,40,-0.168,-0.746,-0.19,-0.502
Vijay Singh,2015,78,69,0.152,0.42,0.241,-0.511
Derek Ernst,2015,75,63,0.676,-0.547,-0.144,-0.516
Bill Lunde,2015,50,36,0.11,-0.592,-0.242,-0.52
Gonzalo Fernandez-Castaño,2015,81,63,0.187,-0.495,0.183,-0.522
Michael Putnam,2015,87,68,-0.025,0.42,-0.022,-0.526
Charl Schwartzel,2015,67,41,0.669,-0.132,0.092,-0.555
Ángel Cabrera,2015,53,42,0.06,0.336,-0.428,-0.572
Heath Slocum,2015,57,39,-0.229,-0.759,0.018,-0.594
Byron Smith,2015,59,43,-0.085,-0.149,-0.042,-0.597
Ernie Els,2015,57,39,-0.285,0.192,0.102,-0.609
Webb Simpson,2015,81,64,0.225,0.582,0.539,-0.646
Geoff Ogilvy,2015,50,35,0.138,0.082,0.039,-0.692
Robert Garrigus,2015,70,55,0.345,-0.318,-0.217,-0.697
Jason Dufner,2015,76,48,0.242,0.399,0.281,-0.7
Roberto Castro,2015,54,36,0.079,0.347,0.187,-0.732
Robert Allenby,2015,63,51,-0.262,0.26,-0.213,-0.754
John Merrick,2015,78,58,0.056,0.358,0.006,-0.775
Greg Owen,2015,58,40,0.036,0.407,0.129,-0.798
Charlie Beljan,2015,76,57,0.583,-0.293,-0.424,-0.799
Jim Renner,2015,68,56,-0.501,0.085,-0.038,-0.995
Lucas Glover,2015,79,72,0.591,0.691,-0.111,-1.351
Jason Day,2016,76,54,0.186,0.426,0.375,1.13
Jordan Spieth,2016,80,58,0.402,0.145,0.264,0.758
Kevin Kisner,2016,97,73,0.347,-0.136,-0.331,0.667
Andrew Landry,2016,53,33,0.594,-0.892,-0.396,0.654
Steve Stricker,2016,53,45,-0.44,-0.003,0.544,0.62
Harris English,2016,97,72,-0.344,0.2,0.127,0.592
Daniel Summerhays,2016,99,79,-0.126,-0.257,0.027,0.592
Aaron Baddeley,2016,93,74,-0.363,-0.382,0.398,0.581
Phil Mickelson,2016,75,59,-0.145,0.726,0.218,0.565
Martin Piller,2016,59,46,-0.253,-0.478,-0.231,0.562
Bryce Molder,2016,80,67,-0.181,-0.331,0.498,0.553
Adam Hadwin,2016,93,87,0.152,-0.061,-0.094,0.529
Jonas Blixt,2016,79,67,-0.287,-0.361,0.026,0.52
Peter Malnati,2016,85,74,-0.538,-0.532,-0.073,0.491
Brian Harman,2016,104,91,0.257,-0.622,0.14,0.485
Freddie Jacobson,2016,86,71,-0.349,-0.129,0.046,0.478
Retief Goosen,2016,55,48,-0.385,0.08,0.457,0.462
Brendon Todd,2016,66,54,-1.043,-1.424,0.412,0.462
Patton Kizzire,2016,93,74,-0.343,0.37,-0.105,0.46
Brooks Koepka,2016,75,60,0.542,0.139,-0.033,0.445
Billy Hurley III,2016,66,59,-0.206,0.226,-0.104,0.433
Jon Curran,2016,99,84,-0.659,0.001,0.304,0.407
Ernie Els,2016,66,56,0.065,-0.48,-0.014,0.405
Luke Guthrie,2016,57,45,-0.819,-0.075,0.046,0.404
Zach Johnson,2016,90,73,-0.269,0.163,0.321,0.395
Ricky Barnes,2016,97,80,-0.518,0.199,0.227,0.386
Colt Knost,2016,90,70,-0.178,0.257,-0.139,0.384
Matt Kuchar,2016,100,77,0.364,0.326,0.242,0.381
William McGirt,2016,98,88,0.37,0.256,-0.029,0.36
Derek Fathauer,2016,94,75,-0.514,-0.227,-0.012,0.353
K.J. Choi,2016,73,66,-0.511,0.166,0.171,0.352
Ryan Moore,2016,86,65,-0.112,0.418,0.237,0.351
Brandt Snedeker,2016,93,74,0.032,0.176,0.31,0.343
Tim Wilkinson,2016,72,50,-0.459,0.425,0.26,0.336
John Senden,2016,88,78,0.232,0.198,-0.25,0.329
Dustin Johnson,2016,87,62,1.117,0.477,0.07,0.328
Andrew Loupe,2016,75,66,0.038,-0.295,-0.158,0.301
Wes Roach,2016,59,43,-0.015,-0.262,-0.338,0.299
Hunter Mahan,2016,61,49,0.034,-0.787,-0.311,0.291
Patrick Reed,2016,105,78,0.183,0.158,0.406,0.28
Michael Kim,2016,100,85,-0.151,-0.105,-0.11,0.277
Johnson Wagner,2016,86,76,0.03,0.219,-0.154,0.273
Mark Hubbard,2016,101,83,-0.143,-0.189,-0.155,0.272
Marc Leishman,2016,89,65,0.159,-0.092,0.191,0.252
Troy Merritt,2016,77,65,-0.303,-0.138,-0.166,0.244
Jimmy Walker,2016,85,70,-0.141,0.58,0.21,0.243
Ben Crane,2016,80,65,-0.149,-0.006,0.192,0.216
David Hearn,2016,95,82,-0.303,0.532,0.081,0.214
Fabián Gómez,2016,82,73,0.009,-0.289,0.03,0.213
Morgan Hoffmann,2016,71,59,-0.07,-0.192,-0.062,0.208
Sean O'Hair,2016,89,84,0.325,-0.187,0.024,0.208
Hudson Swafford,2016,104,91,0.403,0.275,-0.578,0.203
Camilo Villegas,2016,83,71,-0.764,0.08,0.113,0.203
Stuart Appleby,2016,71,66,-0.173,-0.1,0.248,0.202
Zac Blair,2016,99,81,-0.068,-0.498,0.001,0.195
Russell Henley,2016,76,69,0.269,0.135,-0.038,0.193
Sung Kang,2016,89,73,-0.009,-0.121,-0.053,0.186
Kelly Kraft,2016,63,44,0.009,-0.035,-0.12,0.185
Seung-Yul Noh,2016,85,69,-0.637,0.114,0.374,0.176
Daniel Berger,2016,92,72,0.329,0.49,-0.1,0.175
Martin Laird,2016,82,70,-0.213,0.297,0.057,0.157
Brendon de Jonge,2016,83,65,-0.23,-0.196,-0.063,0.156
Hiroshi Iwata,2016,85,66,-0.127,-0.606,-0.042,0.154
Rickie Fowler,2016,80,64,0.529,0.308,0.387,0.153
Steve Wheatcroft,2016,85,70,0.008,-0.394,0.012,0.153
Chris Stroud,2016,82,69,-0.069,0.159,-0.119,0.15
Luke Donald,2016,81,59,-0.665,0.465,0.429,0.148
Dicky Pride,2016,55,41,-0.212,-0.856,0.094,0.144
Jamie Lovemark,2016,91,82,0.532,-0.497,0.286,0.142
Ben Martin,2016,92,80,0.079,0.081,-0.277,0.14
Smylie Kaufman,2016,91,71,0.082,0.065,0.041,0.134
Charles Howell III,2016,91,78,0.131,0.082,0.327,0.133
David Toms,2016,62,54,-0.39,0.36,0.278,0.132
Steven Bowditch,2016,71,55,-1.616,-1.68,-0.044,0.131
Paul Casey,2016,77,57,0.494,0.616,0.15,0.112
Kyle Reifers,2016,115,96,0.112,0.061,-0.127,0.102
Jhonattan Vegas,2016,97,80,0.478,0.15,-0.123,0.098
Billy Horschel,2016,73,56,0.352,0.493,-0.112,0.076
Kevin Na,2016,96,69,-0.322,0.788,0.087,0.074
Jim Furyk,2016,52,44,-0.234,0.465,0.232,0.067
Shane Lowry,2016,57,36,0.489,-0.137,0.139,0.06
Sam Saunders,2016,69,51,-0.191,-0.105,0.003,0.06
Cameron Tringale,2016,81,70,-0.443,0.257,0.104,0.057
David Lingmerth,2016,84,60,0.193,0.116,-0.103,0.055
Scott Langley,2016,65,53,0.105,-0.999,0.254,0.045
Steve Marino,2016,72,55,0.112,-0.343,-0.272,0.045
D.H. Lee,2016,61,46,-0.51,-1.317,0.007,0.042
Jason Bohn,2016,67,59,-0.259,0.272,-0.265,0.032
Scott Brown,2016,88,69,0.378,-0.13,-0.123,0.018
Henrik Norlander,2016,71,52,0.093,0.072,-0.116,0.018
Bronson Burgoon,2016,83,64,0.073,0.127,-0.417,0.015
Alex Cejka,2016,71,51,-0.292,0.626,0.297,0.011
Blayne Barber,2016,84,74,0.018,0.127,-0.056,0.01
Andres Gonzales,2016,80,64,-0.222,-0.112,-0.135,0.008
Spencer Levin,2016,104,82,0.043,0.003,0.183,0.008
Thomas Aiken,2016,70,48,0.438,0.101,-0.39,0.006
Chad Collins,2016,73,64,-0.629,-0.226,0.407,-0.004
Chris Kirk,2016,90,74,0.086,0.369,0.205,-0.006
Erik Compton,2016,65,50,-0.354,-0.393,0.067,-0.019
Anirban Lahiri,2016,72,48,0.025,0.143,-0.08,-0.02
Louis Oosthuizen,2016,63,42,0.387,0.3,0.17,-0.021
Brian Stuard,2016,66,60,-0.1,-0.11,0.14,-0.022
Hideki Matsuyama,2016,76,58,0.527,0.774,0.015,-0.025
Willy Wilcox,2016,67,57,0.04,0.159,-0.261,-0.027
Charley Hoffman,2016,91,70,0.496,0.188,-0.085,-0.036
Rob Oppenheim,2016,67,50,-0.716,0.285,0.156,-0.046
Russell Knox,2016,92,65,0.13,0.357,0.073,-0.054
Emiliano Grillo,2016,93,73,0.446,0.255,-0.167,-0.056
Cameron Smith,2016,73,46,-0.357,-0.286,-0.062,-0.057
Brett Stegmaier,2016,87,75,0.128,0.133,-0.152,-0.06
Dawie van der Walt,2016,72,56,-0.013,0.21,-0.41,-0.061
Scott Pinckney,2016,87,71,0.511,-0.396,-0.376,-0.063
Tom Hoge,2016,81,63,-0.315,0.236,-0.175,-0.069
Tyrone Van Aswegen,2016,105,87,-0.5,0.544,-0.019,-0.078
Jason Gore,2016,78,59,0.202,-0.036,-0.619,-0.079
Vijay Singh,2016,72,65,0.023,-0.01,0.209,-0.093
Ryan Palmer,2016,86,78,0.625,0.234,0.009,-0.094
Branden Grace,2016,63,42,0.326,0.603,0.032,-0.105
Tony Finau,2016,95,77,0.455,-0.174,-0.054,-0.108
Si Woo Kim,2016,113,98,0.336,-0.131,0.403,-0.109
Tyler Aldridge,2016,83,67,-0.115,-0.031,0.036,-0.129
Gary Woodland,2016,95,77,0.547,0.463,0.088,-0.13
Kyle Stanley,2016,92,78,0.076,0.258,-0.062,-0.131
Charl Schwartzel,2016,73,56,0.304,0.652,0.224,-0.137
J.B. Holmes,2016,77,60,0.633,-0.208,0.209,-0.153
Nick Taylor,2016,83,66,0.149,0.06,-0.123,-0.154
Mark Wilson,2016,66,55,-0.501,-0.061,0.163,-0.155
Chesson Hadley,2016,81,66,-0.038,0.133,-0.142,-0.165
Adam Scott,2016,79,56,0.522,1.491,0.049,-0.168
Bill Haas,2016,86,64,0.068,0.272,0.353,-0.174
Justin Thomas,2016,99,75,0.029,0.494,-0.017,-0.185
Lucas Glover,2016,75,67,0.565,0.309,-0.11,-0.192
Patrick Rodgers,2016,89,71,0.356,-0.009,0.157,-0.193
Justin Rose,2016,65,49,0.678,0.409,0.237,-0.197
Danny Lee,2016,93,70,0.206,0.287,0.017,-0.207
Rory McIlroy,2016,69,48,1.23,0.447,0.211,-0.207
Graeme McDowell,2016,63,45,-0.129,0.161,-0.003,-0.208
John Huh,2016,86,78,0.015,0.07,0.073,-0.209
Graham DeLaet,2016,70,58,0.268,0.601,-0.586,-0.211
Robert Garrigus,2016,69,54,0.401,0.685,-0.242,-0.213
Michael Thompson,2016,71,53,-0.07,0.154,0.058,-0.213
Jerry Kelly,2016,76,60,0.013,0.427,-0.059,-0.214
Whee Kim,2016,82,65,0.252,-0.39,0.148,-0.219
Carlos Ortiz,2016,79,60,-0.321,0.122,-0.278,-0.223
Boo Weekley,2016,83,71,0.571,-0.09,-0.174,-0.225
J.J. Henry,2016,68,60,-0.144,-0.226,-0.104,-0.237
James Hahn,2016,85,69,-0.025,-0.089,0.116,-0.245
Chad Campbell,2016,90,79,0.145,0.306,0.37,-0.256
Roberto Castro,2016,97,88,0.217,0.437,0.19,-0.257
Brendan Steele,2016,88,68,0.449,0.272,-0.189,-0.257
Chez Reavie,2016,90,76,0.262,0.567,-0.068,-0.262
Rhein Gibson,2016,58,44,-0.067,0,-0.376,-0.266
Jason Kokrak,2016,89,74,0.603,0.426,-0.199,-0.27
Luke List,2016,79,65,0.427,0.278,0.004,-0.273
Jim Herman,2016,93,70,0.466,-0.239,-0.129,-0.278
Scott Piercy,2016,87,64,0.448,0.039,-0.009,-0.286
Scott Stallings,2016,74,62,0.225,0.201,0.023,-0.291
Francesco Molinari,2016,64,57,0.192,0.484,0.183,-0.296
Matt Jones,2016,83,62,0.013,-0.272,0.188,-0.306
Kevin Chappell,2016,93,78,0.321,0.634,0.126,-0.31
Shawn Stefani,2016,91,77,0.003,0.073,0.116,-0.336
Padraig Harrington,2016,54,44,-0.292,0.159,0.408,-0.342
Ángel Cabrera,2016,62,48,0.085,-0.254,-0.54,-0.352
Jason Dufner,2016,105,79,0.29,0.469,0.081,-0.353
Bubba Watson,2016,72,51,0.983,0.393,-0.017,-0.367
Harold Varner III,2016,92,79,0.529,0.021,-0.072,-0.377
Kevin Streelman,2016,82,63,0.255,0.203,-0.011,-0.383
Sergio Garcia,2016,54,31,0.737,0.482,-0.031,-0.388
Stewart Cink,2016,61,49,-0.049,0.492,0.017,-0.398
Jeff Overton,2016,69,58,-0.054,-0.157,0.134,-0.416
Abraham Ancer,2016,51,38,-0.024,-0.34,0.057,-0.421
Vaughn Taylor,2016,72,67,-0.113,0.612,-0.042,-0.424
Robert Streb,2016,87,65,0.062,0.279,0.213,-0.432
Geoff Ogilvy,2016,63,50,-0.081,0.173,0.157,-0.437
Rod Pampling,2016,54,37,0.222,-0.372,0.199,-0.475
Will MacKenzie,2016,84,66,0.032,0.072,0.072,-0.479
Webb Simpson,2016,70,58,0.146,0.728,0.276,-0.482
George McNeill,2016,51,46,-0.415,0.278,-0.168,-0.485
Robert Allenby,2016,51,41,-0.631,-0.46,-0.368,-0.491
Ken Duke,2016,58,48,0.04,-0.202,-0.048,-0.524
Derek Ernst,2016,59,43,0.152,-0.291,0.012,-0.556
D.A. Points,2016,55,39,-0.492,0.64,0.041,-0.596
Keegan Bradley,2016,82,63,0.305,0.419,0.205,-0.631
Rory Sabbatini,2016,57,39,0.115,-0.628,0.054,-0.945
Greg Owen,2016,85,68,0.28,0.532,-0.28,-0.947
Michael Thompson,2017,60,44,-0.431,-0.373,-0.208,0.84
Rickie Fowler,2017,78,59,0.406,0.374,0.282,0.812
Luke Donald,2017,50,43,-1.001,-0.078,0.422,0.704
Graeme McDowell,2017,56,48,0.108,-0.057,-0.078,0.599
Brian Harman,2017,104,82,0.03,-0.31,0.293,0.568
Shane Lowry,2017,52,34,0.61,0.214,-0.281,0.545
Jonas Blixt,2017,74,59,-0.3,-0.614,0.037,0.536
Patrick Reed,2017,107,80,0.217,-0.045,0.184,0.536
Rafa Cabrera Bello,2017,63,42,-0.196,-0.239,0.021,0.515
Brooks Koepka,2017,88,63,0.489,-0.055,0.015,0.505
Mackenzie Hughes,2017,106,96,0.021,-0.404,0.063,0.492
Gonzalo Fernandez-Castaño,2017,63,44,-0.375,-0.312,0.12,0.489
Steve Wheatcroft,2017,51,40,0.259,-0.953,0.054,0.479
Søren Kjeldsen,2017,58,34,-0.424,-0.09,-0.142,0.473
Adam Hadwin,2017,98,75,0.01,0.202,-0.042,0.47
David Lingmerth,2017,79,65,-0.044,-0.044,-0.007,0.468
Cody Gribble,2017,79,70,-0.338,-0.586,-0.061,0.461
Whee Kim,2017,74,58,-0.661,-0.181,0.154,0.456
Kevin Kisner,2017,105,73,0.274,0.357,0.063,0.454
Brian Gay,2017,82,69,-0.417,-0.006,0.254,0.451
Peter Malnati,2017,91,73,-0.262,-0.563,0.19,0.451
Louis Oosthuizen,2017,69,47,0.309,0.169,0.262,0.439
Russell Henley,2017,99,82,0.318,0.17,0.012,0.418
Zach Johnson,2017,81,64,0.024,-0.066,0.211,0.415
Blayne Barber,2017,77,67,0.041,-0.123,-0.306,0.402
Camilo Villegas,2017,76,62,-0.524,0.107,0.235,0.4
Brandt Snedeker,2017,53,38,-0.264,0.375,0.353,0.399
Chez Reavie,2017,98,79,0.163,0.328,-0.121,0.391
Brian Campbell,2017,55,41,0.063,-0.75,-0.126,0.385
Bryce Molder,2017,74,64,-1.098,-0.431,0.301,0.383
Billy Hurley III,2017,80,69,-0.812,0.432,0.117,0.374
Harris English,2017,84,68,-0.712,0.177,0.18,0.372
Sebastián Muñoz,2017,51,39,0.031,-0.077,-0.143,0.358
Marc Leishman,2017,94,69,0.32,0.422,0.33,0.353
Ernie Els,2017,52,33,-0.522,-0.512,-0.001,0.35
Jason Day,2017,71,53,0.345,0.084,0.336,0.345
Pat Perez,2017,93,71,-0.127,0.199,0.463,0.342
Xander Schauffele,2017,96,70,0.533,-0.07,-0.081,0.342
Jordan Spieth,2017,85,64,0.293,0.963,0.393,0.339
Stewart Cink,2017,93,77,-0.028,0.774,-0.04,0.338
Phil Mickelson,2017,85,69,-0.058,0.553,0.216,0.337
Nicholas Lindheim,2017,58,44,-0.733,-0.578,-0.311,0.336
Ryan Blaum,2017,100,82,-0.198,-0.032,-0.057,0.334
Greg Chalmers,2017,75,68,-0.496,-0.529,0.175,0.316
Justin Thomas,2017,86,61,0.424,0.724,0.268,0.308
Wesley Bryan,2017,95,75,-0.816,0.463,0.219,0.301
Graham DeLaet,2017,82,71,0.486,0.427,-0.436,0.291
Jon Rahm,2017,90,64,0.965,0.551,0.072,0.283
Scott Brown,2017,95,78,0.143,-0.225,-0.262,0.276
Hunter Mahan,2017,73,59,0.376,-0.886,-0.326,0.268
Matt Kuchar,2017,95,73,0.227,0.204,0.411,0.264
Kevin Tway,2017,96,74,0.288,-0.168,0.053,0.261
